exp_10,wikitexts,FixedTokenChunker,200,0,chromadb,5,0.9045783897448827,0.2521456250624352,0.02639163853079403,0.015494906904010662
exp_11,wikitexts,FixedTokenChunker,800,400,cos_sim,10,0.9780261557177615,0.14331013116012317,0.011287406113081704,0.007059618464691845
exp_12,wikitexts,FixedTokenChunker,400,200,cos_sim,10,0.9615807210926045,0.1783044787540294,0.020739931744874016,0.012746957404466706
exp_13,wikitexts,FixedTokenChunker,400,0,cos_sim,10,0.9567336065601368,0.1902984858592971,0.014444433731600252,0.008521523098894708
exp_14,wikitexts,FixedTokenChunker,300,0,cos_sim,10,0.9605316621289361,0.16884446664013011,0.018977594486373574,0.010796251516017201
exp_15,wikitexts,FixedTokenChunker,200,0,cos_sim,10,0.9045783897448827,0.2521456250624352,0.02639163853079403,0.015494906904010662
exp_16,wikitexts,FixedTokenChunker,800,400,cos_sim,5,0.9780261557177615,0.14331013116012317,0.011287406113081704,0.007059618464691845
exp_17,wikitexts,FixedTokenChunker,400,200,cos_sim,5,0.9615807210926045,0.1783044787540294,0.020739931744874016,0.012746957404466706
exp_18,wikitexts,FixedTokenChunker,400,0,cos_sim,5,0.9567336065601368,0.1902984858592971,0.014444433731600252,0.008521523098894708
exp_19,wikitexts,FixedTokenChunker,300,0,cos_sim,5,0.9605316621289361,0.16884446664013011,0.018977594486373574,0.010796251516017201
exp_1,wikitexts,FixedTokenChunker,800,400,chromadb,10,0.9780261557177615,0.14331013116012317,0.011287406113081704,0.007059618464691845
exp_20,wikitexts,FixedTokenChunker,200,0,cos_sim,5,0.9045783897448827,0.2521456250624352,0.02639163853079403,0.015494906904010662
exp_2,wikitexts,FixedTokenChunker,400,200,chromadb,10,0.9615807210926045,0.1783044787540294,0.020739931744874016,0.012746957404466706
exp_3,wikitexts,FixedTokenChunker,400,0,chromadb,10,0.9567336065601368,0.1902984858592971,0.014444433731600252,0.008521523098894708
exp_4,wikitexts,FixedTokenChunker,300,0,chromadb,10,0.9605316621289361,0.16884446664013011,0.018977594486373574,0.010796251516017201
exp_5,wikitexts,FixedTokenChunker,200,0,chromadb,10,0.9045783897448827,0.2521456250624352,0.02639163853079403,0.015494906904010662
exp_6,wikitexts,FixedTokenChunker,800,400,chromadb,5,0.9780261557177615,0.14331013116012317,0.011287406113081704,0.007059618464691845
exp_7,wikitexts,FixedTokenChunker,400,200,chromadb,5,0.9615807210926045,0.1783044787540294,0.020739931744874016,0.012746957404466706
exp_8,wikitexts,FixedTokenChunker,400,0,chromadb,5,0.9567336065601368,0.1902984858592971,0.014444433731600252,0.008521523098894708
exp_9,wikitexts,FixedTokenChunker,300,0,chromadb,5,0.9605316621289361,0.16884446664013011,0.018977594486373574,0.010796251516017201
